backend,case,or_time_ms,min_ms,max_ms,replicates,source_operation,source_files
DDC,A66_B66,1.39616,1.38279,1.42284,3,OR_op,raw/density_r1_A66_B66_ddc.csv;raw/density_r2_A66_B66_ddc.csv;raw/density_r3_A66_B66_ddc.csv
CRoaring,A66_B66,1.4495,1.44344,1.45464,3,OR_op_conv,raw/density_r1_A66_B66_croaring.csv;raw/density_r2_A66_B66_croaring.csv;raw/density_r3_A66_B66_croaring.csv
WAH,A66_B66,3.47091,3.45677,3.48453,3,OR_op,raw/density_r1_A66_B66_wah.csv;raw/density_r2_A66_B66_wah.csv;raw/density_r3_A66_B66_wah.csv
EWAH,A66_B66,3.27269,3.27011,3.2797,3,OR_op,raw/density_r1_A66_B66_ewah.csv;raw/density_r2_A66_B66_ewah.csv;raw/density_r3_A66_B66_ewah.csv
Bitset-AVX512,A66_B66,1.74491,1.70402,1.75362,3,OR_op,raw/density_r1_A66_B66_bitset_avx512.csv;raw/density_r2_A66_B66_bitset_avx512.csv;raw/density_r3_A66_B66_bitset_avx512.csv
Concise,A66_B66,3.94579,3.94209,3.95381,3,OR_op,raw/density_r1_A66_B66_concise.csv;raw/density_r2_A66_B66_concise.csv;raw/density_r3_A66_B66_concise.csv
DDC,A66_B328,1.42714,1.39275,1.42889,3,OR_op,raw/density_r1_A66_B328_ddc.csv;raw/density_r2_A66_B328_ddc.csv;raw/density_r3_A66_B328_ddc.csv
CRoaring,A66_B328,1.9096,1.90329,1.96427,3,OR_op_conv,raw/density_r1_A66_B328_croaring.csv;raw/density_r2_A66_B328_croaring.csv;raw/density_r3_A66_B328_croaring.csv
WAH,A66_B328,8.47018,8.4659,8.52986,3,OR_op,raw/density_r1_A66_B328_wah.csv;raw/density_r2_A66_B328_wah.csv;raw/density_r3_A66_B328_wah.csv
EWAH,A66_B328,6.67692,6.63679,6.6921,3,OR_op,raw/density_r1_A66_B328_ewah.csv;raw/density_r2_A66_B328_ewah.csv;raw/density_r3_A66_B328_ewah.csv
Bitset-AVX512,A66_B328,1.75764,1.72616,1.82763,3,OR_op,raw/density_r1_A66_B328_bitset_avx512.csv;raw/density_r2_A66_B328_bitset_avx512.csv;raw/density_r3_A66_B328_bitset_avx512.csv
Concise,A66_B328,11.7343,11.722,11.7579,3,OR_op,raw/density_r1_A66_B328_concise.csv;raw/density_r2_A66_B328_concise.csv;raw/density_r3_A66_B328_concise.csv
DDC,A66_B655,1.40698,1.4063,1.407,3,OR_op,raw/density_r1_A66_B655_ddc.csv;raw/density_r2_A66_B655_ddc.csv;raw/density_r3_A66_B655_ddc.csv
CRoaring,A66_B655,2.54445,2.4306,2.55053,3,OR_op_conv,raw/density_r1_A66_B655_croaring.csv;raw/density_r2_A66_B655_croaring.csv;raw/density_r3_A66_B655_croaring.csv
WAH,A66_B655,13.4059,13.3682,13.4083,3,OR_op,raw/density_r1_A66_B655_wah.csv;raw/density_r2_A66_B655_wah.csv;raw/density_r3_A66_B655_wah.csv
EWAH,A66_B655,9.87536,9.7766,9.88975,3,OR_op,raw/density_r1_A66_B655_ewah.csv;raw/density_r2_A66_B655_ewah.csv;raw/density_r3_A66_B655_ewah.csv
Bitset-AVX512,A66_B655,1.80277,1.75764,1.86817,3,OR_op,raw/density_r1_A66_B655_bitset_avx512.csv;raw/density_r2_A66_B655_bitset_avx512.csv;raw/density_r3_A66_B655_bitset_avx512.csv
Concise,A66_B655,23.4537,23.4305,23.4573,3,OR_op,raw/density_r1_A66_B655_concise.csv;raw/density_r2_A66_B655_concise.csv;raw/density_r3_A66_B655_concise.csv
DDC,A66_B1311,1.4178,1.40574,1.44016,3,OR_op,raw/density_r1_A66_B1311_ddc.csv;raw/density_r2_A66_B1311_ddc.csv;raw/density_r3_A66_B1311_ddc.csv
CRoaring,A66_B1311,3.59687,3.54279,3.60142,3,OR_op_conv,raw/density_r1_A66_B1311_croaring.csv;raw/density_r2_A66_B1311_croaring.csv;raw/density_r3_A66_B1311_croaring.csv
WAH,A66_B1311,16.4787,16.3721,16.525,3,OR_op,raw/density_r1_A66_B1311_wah.csv;raw/density_r2_A66_B1311_wah.csv;raw/density_r3_A66_B1311_wah.csv
EWAH,A66_B1311,9.87134,9.83418,9.90122,3,OR_op,raw/density_r1_A66_B1311_ewah.csv;raw/density_r2_A66_B1311_ewah.csv;raw/density_r3_A66_B1311_ewah.csv
Bitset-AVX512,A66_B1311,1.78932,1.75423,1.80922,3,OR_op,raw/density_r1_A66_B1311_bitset_avx512.csv;raw/density_r2_A66_B1311_bitset_avx512.csv;raw/density_r3_A66_B1311_bitset_avx512.csv
Concise,A66_B1311,39.1538,39.1263,39.1917,3,OR_op,raw/density_r1_A66_B1311_concise.csv;raw/density_r2_A66_B1311_concise.csv;raw/density_r3_A66_B1311_concise.csv
DDC,A66_B3277,1.44563,1.39092,1.44565,3,OR_op,raw/density_r1_A66_B3277_ddc.csv;raw/density_r2_A66_B3277_ddc.csv;raw/density_r3_A66_B3277_ddc.csv
CRoaring,A66_B3277,7.35029,7.31227,7.35418,3,OR_op_conv,raw/density_r1_A66_B3277_croaring.csv;raw/density_r2_A66_B3277_croaring.csv;raw/density_r3_A66_B3277_croaring.csv
WAH,A66_B3277,7.12387,7.10919,7.20603,3,OR_op,raw/density_r1_A66_B3277_wah.csv;raw/density_r2_A66_B3277_wah.csv;raw/density_r3_A66_B3277_wah.csv
EWAH,A66_B3277,5.37286,5.30401,5.40375,3,OR_op,raw/density_r1_A66_B3277_ewah.csv;raw/density_r2_A66_B3277_ewah.csv;raw/density_r3_A66_B3277_ewah.csv
Bitset-AVX512,A66_B3277,1.80741,1.75077,1.82678,3,OR_op,raw/density_r1_A66_B3277_bitset_avx512.csv;raw/density_r2_A66_B3277_bitset_avx512.csv;raw/density_r3_A66_B3277_bitset_avx512.csv
Concise,A66_B3277,31.7938,31.6379,31.9218,3,OR_op,raw/density_r1_A66_B3277_concise.csv;raw/density_r2_A66_B3277_concise.csv;raw/density_r3_A66_B3277_concise.csv
DDC,A66_B6554,1.45806,1.44436,1.48972,3,OR_op,raw/density_r1_A66_B6554_ddc.csv;raw/density_r2_A66_B6554_ddc.csv;raw/density_r3_A66_B6554_ddc.csv
CRoaring,A66_B6554,2.54558,2.46365,2.56555,3,OR_op_conv,raw/density_r1_A66_B6554_croaring.csv;raw/density_r2_A66_B6554_croaring.csv;raw/density_r3_A66_B6554_croaring.csv
WAH,A66_B6554,6.20215,5.97229,6.26188,3,OR_op,raw/density_r1_A66_B6554_wah.csv;raw/density_r2_A66_B6554_wah.csv;raw/density_r3_A66_B6554_wah.csv
EWAH,A66_B6554,3.30779,3.26794,3.36969,3,OR_op,raw/density_r1_A66_B6554_ewah.csv;raw/density_r2_A66_B6554_ewah.csv;raw/density_r3_A66_B6554_ewah.csv
Bitset-AVX512,A66_B6554,1.78837,1.75465,1.80276,3,OR_op,raw/density_r1_A66_B6554_bitset_avx512.csv;raw/density_r2_A66_B6554_bitset_avx512.csv;raw/density_r3_A66_B6554_bitset_avx512.csv
Concise,A66_B6554,20.9262,20.8923,20.9503,3,OR_op,raw/density_r1_A66_B6554_concise.csv;raw/density_r2_A66_B6554_concise.csv;raw/density_r3_A66_B6554_concise.csv
DDC,A66_B13107,1.48388,1.45623,1.49379,3,OR_op,raw/density_r1_A66_B13107_ddc.csv;raw/density_r2_A66_B13107_ddc.csv;raw/density_r3_A66_B13107_ddc.csv
CRoaring,A66_B13107,2.54939,2.46488,2.56414,3,OR_op_conv,raw/density_r1_A66_B13107_croaring.csv;raw/density_r2_A66_B13107_croaring.csv;raw/density_r3_A66_B13107_croaring.csv
WAH,A66_B13107,6.0351,5.9664,6.04587,3,OR_op,raw/density_r1_A66_B13107_wah.csv;raw/density_r2_A66_B13107_wah.csv;raw/density_r3_A66_B13107_wah.csv
EWAH,A66_B13107,3.22589,3.19283,3.31259,3,OR_op,raw/density_r1_A66_B13107_ewah.csv;raw/density_r2_A66_B13107_ewah.csv;raw/density_r3_A66_B13107_ewah.csv
Bitset-AVX512,A66_B13107,1.79594,1.73718,1.81564,3,OR_op,raw/density_r1_A66_B13107_bitset_avx512.csv;raw/density_r2_A66_B13107_bitset_avx512.csv;raw/density_r3_A66_B13107_bitset_avx512.csv
Concise,A66_B13107,20.1704,19.7017,20.8444,3,OR_op,raw/density_r1_A66_B13107_concise.csv;raw/density_r2_A66_B13107_concise.csv;raw/density_r3_A66_B13107_concise.csv
DDC,A66_B19661,1.45836,1.42887,1.48561,3,OR_op,raw/density_r1_A66_B19661_ddc.csv;raw/density_r2_A66_B19661_ddc.csv;raw/density_r3_A66_B19661_ddc.csv
CRoaring,A66_B19661,2.5507,2.46194,2.56595,3,OR_op_conv,raw/density_r1_A66_B19661_croaring.csv;raw/density_r2_A66_B19661_croaring.csv;raw/density_r3_A66_B19661_croaring.csv
WAH,A66_B19661,1.46127,1.36182,1.47436,3,OR_op,raw/density_r1_A66_B19661_wah.csv;raw/density_r2_A66_B19661_wah.csv;raw/density_r3_A66_B19661_wah.csv
EWAH,A66_B19661,3.22557,3.1518,3.29943,3,OR_op,raw/density_r1_A66_B19661_ewah.csv;raw/density_r2_A66_B19661_ewah.csv;raw/density_r3_A66_B19661_ewah.csv
Bitset-AVX512,A66_B19661,1.79264,1.6999,1.80345,3,OR_op,raw/density_r1_A66_B19661_bitset_avx512.csv;raw/density_r2_A66_B19661_bitset_avx512.csv;raw/density_r3_A66_B19661_bitset_avx512.csv
Concise,A66_B19661,19.3494,18.7776,19.7913,3,OR_op,raw/density_r1_A66_B19661_concise.csv;raw/density_r2_A66_B19661_concise.csv;raw/density_r3_A66_B19661_concise.csv
DDC,A66_B26214,1.46834,1.42075,1.48857,3,OR_op,raw/density_r1_A66_B26214_ddc.csv;raw/density_r2_A66_B26214_ddc.csv;raw/density_r3_A66_B26214_ddc.csv
CRoaring,A66_B26214,2.55208,2.45974,2.57203,3,OR_op_conv,raw/density_r1_A66_B26214_croaring.csv;raw/density_r2_A66_B26214_croaring.csv;raw/density_r3_A66_B26214_croaring.csv
WAH,A66_B26214,1.44683,1.36597,1.4711,3,OR_op,raw/density_r1_A66_B26214_wah.csv;raw/density_r2_A66_B26214_wah.csv;raw/density_r3_A66_B26214_wah.csv
EWAH,A66_B26214,3.24676,3.20781,3.28843,3,OR_op,raw/density_r1_A66_B26214_ewah.csv;raw/density_r2_A66_B26214_ewah.csv;raw/density_r3_A66_B26214_ewah.csv
Bitset-AVX512,A66_B26214,1.79025,1.70982,1.80037,3,OR_op,raw/density_r1_A66_B26214_bitset_avx512.csv;raw/density_r2_A66_B26214_bitset_avx512.csv;raw/density_r3_A66_B26214_bitset_avx512.csv
Concise,A66_B26214,18.976,18.3286,20.3935,3,OR_op,raw/density_r1_A66_B26214_concise.csv;raw/density_r2_A66_B26214_concise.csv;raw/density_r3_A66_B26214_concise.csv
DDC,A66_B32768,1.47167,1.41582,1.48303,3,OR_op,raw/density_r1_A66_B32768_ddc.csv;raw/density_r2_A66_B32768_ddc.csv;raw/density_r3_A66_B32768_ddc.csv
CRoaring,A66_B32768,2.55649,2.46225,2.56652,3,OR_op_conv,raw/density_r1_A66_B32768_croaring.csv;raw/density_r2_A66_B32768_croaring.csv;raw/density_r3_A66_B32768_croaring.csv
WAH,A66_B32768,1.44289,1.35912,1.47262,3,OR_op,raw/density_r1_A66_B32768_wah.csv;raw/density_r2_A66_B32768_wah.csv;raw/density_r3_A66_B32768_wah.csv
EWAH,A66_B32768,3.25375,3.20541,3.3079,3,OR_op,raw/density_r1_A66_B32768_ewah.csv;raw/density_r2_A66_B32768_ewah.csv;raw/density_r3_A66_B32768_ewah.csv
Bitset-AVX512,A66_B32768,1.77429,1.71273,1.80755,3,OR_op,raw/density_r1_A66_B32768_bitset_avx512.csv;raw/density_r2_A66_B32768_bitset_avx512.csv;raw/density_r3_A66_B32768_bitset_avx512.csv
Concise,A66_B32768,20.1989,19.9411,20.9861,3,OR_op,raw/density_r1_A66_B32768_concise.csv;raw/density_r2_A66_B32768_concise.csv;raw/density_r3_A66_B32768_concise.csv
DDC,A328_B328,1.44006,1.3979,1.44838,3,OR_op,raw/density_r1_A328_B328_ddc.csv;raw/density_r2_A328_B328_ddc.csv;raw/density_r3_A328_B328_ddc.csv
CRoaring,A328_B328,2.31436,2.26996,2.3825,3,OR_op_conv,raw/density_r1_A328_B328_croaring.csv;raw/density_r2_A328_B328_croaring.csv;raw/density_r3_A328_B328_croaring.csv
WAH,A328_B328,17.4243,17.3467,17.4642,3,OR_op,raw/density_r1_A328_B328_wah.csv;raw/density_r2_A328_B328_wah.csv;raw/density_r3_A328_B328_wah.csv
EWAH,A328_B328,13.5068,13.5063,13.543,3,OR_op,raw/density_r1_A328_B328_ewah.csv;raw/density_r2_A328_B328_ewah.csv;raw/density_r3_A328_B328_ewah.csv
Bitset-AVX512,A328_B328,1.78515,1.72184,1.79762,3,OR_op,raw/density_r1_A328_B328_bitset_avx512.csv;raw/density_r2_A328_B328_bitset_avx512.csv;raw/density_r3_A328_B328_bitset_avx512.csv
Concise,A328_B328,23.0809,23.073,23.0815,3,OR_op,raw/density_r1_A328_B328_concise.csv;raw/density_r2_A328_B328_concise.csv;raw/density_r3_A328_B328_concise.csv
DDC,A328_B655,1.4085,1.40741,1.45399,3,OR_op,raw/density_r1_A328_B655_ddc.csv;raw/density_r2_A328_B655_ddc.csv;raw/density_r3_A328_B655_ddc.csv
CRoaring,A328_B655,2.94271,2.89161,3.00898,3,OR_op_conv,raw/density_r1_A328_B655_croaring.csv;raw/density_r2_A328_B655_croaring.csv;raw/density_r3_A328_B655_croaring.csv
WAH,A328_B655,24.3382,24.261,24.4435,3,OR_op,raw/density_r1_A328_B655_wah.csv;raw/density_r2_A328_B655_wah.csv;raw/density_r3_A328_B655_wah.csv
EWAH,A328_B655,17.0276,16.9836,17.0757,3,OR_op,raw/density_r1_A328_B655_ewah.csv;raw/density_r2_A328_B655_ewah.csv;raw/density_r3_A328_B655_ewah.csv
Bitset-AVX512,A328_B655,1.75412,1.71428,1.79536,3,OR_op,raw/density_r1_A328_B655_bitset_avx512.csv;raw/density_r2_A328_B655_bitset_avx512.csv;raw/density_r3_A328_B655_bitset_avx512.csv
Concise,A328_B655,35.4991,35.4751,35.5457,3,OR_op,raw/density_r1_A328_B655_concise.csv;raw/density_r2_A328_B655_concise.csv;raw/density_r3_A328_B655_concise.csv
DDC,A328_B1311,1.42922,1.42339,1.44389,3,OR_op,raw/density_r1_A328_B1311_ddc.csv;raw/density_r2_A328_B1311_ddc.csv;raw/density_r3_A328_B1311_ddc.csv
CRoaring,A328_B1311,3.92068,3.89718,3.94194,3,OR_op_conv,raw/density_r1_A328_B1311_croaring.csv;raw/density_r2_A328_B1311_croaring.csv;raw/density_r3_A328_B1311_croaring.csv
WAH,A328_B1311,26.4341,26.4297,26.4956,3,OR_op,raw/density_r1_A328_B1311_wah.csv;raw/density_r2_A328_B1311_wah.csv;raw/density_r3_A328_B1311_wah.csv
EWAH,A328_B1311,17.546,17.5245,17.583,3,OR_op,raw/density_r1_A328_B1311_ewah.csv;raw/density_r2_A328_B1311_ewah.csv;raw/density_r3_A328_B1311_ewah.csv
Bitset-AVX512,A328_B1311,1.80293,1.71118,1.81127,3,OR_op,raw/density_r1_A328_B1311_bitset_avx512.csv;raw/density_r2_A328_B1311_bitset_avx512.csv;raw/density_r3_A328_B1311_bitset_avx512.csv
Concise,A328_B1311,47.6135,47.6129,47.6169,3,OR_op,raw/density_r1_A328_B1311_concise.csv;raw/density_r2_A328_B1311_concise.csv;raw/density_r3_A328_B1311_concise.csv
DDC,A328_B3277,1.4567,1.4071,1.53756,3,OR_op,raw/density_r1_A328_B3277_ddc.csv;raw/density_r2_A328_B3277_ddc.csv;raw/density_r3_A328_B3277_ddc.csv
CRoaring,A328_B3277,7.70564,7.68113,7.70776,3,OR_op_conv,raw/density_r1_A328_B3277_croaring.csv;raw/density_r2_A328_B3277_croaring.csv;raw/density_r3_A328_B3277_croaring.csv
WAH,A328_B3277,13.2164,13.1187,13.2431,3,OR_op,raw/density_r1_A328_B3277_wah.csv;raw/density_r2_A328_B3277_wah.csv;raw/density_r3_A328_B3277_wah.csv
EWAH,A328_B3277,11.5215,11.47,11.5307,3,OR_op,raw/density_r1_A328_B3277_ewah.csv;raw/density_r2_A328_B3277_ewah.csv;raw/density_r3_A328_B3277_ewah.csv
Bitset-AVX512,A328_B3277,1.772,1.69511,1.78986,3,OR_op,raw/density_r1_A328_B3277_bitset_avx512.csv;raw/density_r2_A328_B3277_bitset_avx512.csv;raw/density_r3_A328_B3277_bitset_avx512.csv
Concise,A328_B3277,38.3302,38.1482,38.3487,3,OR_op,raw/density_r1_A328_B3277_concise.csv;raw/density_r2_A328_B3277_concise.csv;raw/density_r3_A328_B3277_concise.csv
DDC,A328_B6554,1.46407,1.41087,1.47143,3,OR_op,raw/density_r1_A328_B6554_ddc.csv;raw/density_r2_A328_B6554_ddc.csv;raw/density_r3_A328_B6554_ddc.csv
CRoaring,A328_B6554,2.86188,2.75077,2.8639,3,OR_op_conv,raw/density_r1_A328_B6554_croaring.csv;raw/density_r2_A328_B6554_croaring.csv;raw/density_r3_A328_B6554_croaring.csv
WAH,A328_B6554,11.8604,11.7213,11.8745,3,OR_op,raw/density_r1_A328_B6554_wah.csv;raw/density_r2_A328_B6554_wah.csv;raw/density_r3_A328_B6554_wah.csv
EWAH,A328_B6554,9.54035,9.50524,9.55388,3,OR_op,raw/density_r1_A328_B6554_ewah.csv;raw/density_r2_A328_B6554_ewah.csv;raw/density_r3_A328_B6554_ewah.csv
Bitset-AVX512,A328_B6554,1.75447,1.73413,1.79206,3,OR_op,raw/density_r1_A328_B6554_bitset_avx512.csv;raw/density_r2_A328_B6554_bitset_avx512.csv;raw/density_r3_A328_B6554_bitset_avx512.csv
Concise,A328_B6554,28.7668,28.677,28.7798,3,OR_op,raw/density_r1_A328_B6554_concise.csv;raw/density_r2_A328_B6554_concise.csv;raw/density_r3_A328_B6554_concise.csv
DDC,A328_B13107,1.49379,1.44369,1.495,3,OR_op,raw/density_r1_A328_B13107_ddc.csv;raw/density_r2_A328_B13107_ddc.csv;raw/density_r3_A328_B13107_ddc.csv
CRoaring,A328_B13107,2.86487,2.75398,2.86783,3,OR_op_conv,raw/density_r1_A328_B13107_croaring.csv;raw/density_r2_A328_B13107_croaring.csv;raw/density_r3_A328_B13107_croaring.csv
WAH,A328_B13107,11.6713,11.4999,11.6742,3,OR_op,raw/density_r1_A328_B13107_wah.csv;raw/density_r2_A328_B13107_wah.csv;raw/density_r3_A328_B13107_wah.csv
EWAH,A328_B13107,9.46989,9.3692,9.47744,3,OR_op,raw/density_r1_A328_B13107_ewah.csv;raw/density_r2_A328_B13107_ewah.csv;raw/density_r3_A328_B13107_ewah.csv
Bitset-AVX512,A328_B13107,1.7747,1.71897,1.79841,3,OR_op,raw/density_r1_A328_B13107_bitset_avx512.csv;raw/density_r2_A328_B13107_bitset_avx512.csv;raw/density_r3_A328_B13107_bitset_avx512.csv
Concise,A328_B13107,27.31,27.2396,27.3483,3,OR_op,raw/density_r1_A328_B13107_concise.csv;raw/density_r2_A328_B13107_concise.csv;raw/density_r3_A328_B13107_concise.csv
DDC,A328_B19661,1.49748,1.42636,1.50766,3,OR_op,raw/density_r1_A328_B19661_ddc.csv;raw/density_r2_A328_B19661_ddc.csv;raw/density_r3_A328_B19661_ddc.csv
CRoaring,A328_B19661,2.85949,2.75094,2.86392,3,OR_op_conv,raw/density_r1_A328_B19661_croaring.csv;raw/density_r2_A328_B19661_croaring.csv;raw/density_r3_A328_B19661_croaring.csv
WAH,A328_B19661,3.32478,3.25467,3.32743,3,OR_op,raw/density_r1_A328_B19661_wah.csv;raw/density_r2_A328_B19661_wah.csv;raw/density_r3_A328_B19661_wah.csv
EWAH,A328_B19661,9.48734,9.36763,9.49049,3,OR_op,raw/density_r1_A328_B19661_ewah.csv;raw/density_r2_A328_B19661_ewah.csv;raw/density_r3_A328_B19661_ewah.csv
Bitset-AVX512,A328_B19661,1.75766,1.74221,1.78862,3,OR_op,raw/density_r1_A328_B19661_bitset_avx512.csv;raw/density_r2_A328_B19661_bitset_avx512.csv;raw/density_r3_A328_B19661_bitset_avx512.csv
Concise,A328_B19661,26.8353,26.767,26.8739,3,OR_op,raw/density_r1_A328_B19661_concise.csv;raw/density_r2_A328_B19661_concise.csv;raw/density_r3_A328_B19661_concise.csv
DDC,A328_B26214,1.46795,1.44351,1.51802,3,OR_op,raw/density_r1_A328_B26214_ddc.csv;raw/density_r2_A328_B26214_ddc.csv;raw/density_r3_A328_B26214_ddc.csv
CRoaring,A328_B26214,2.85982,2.76897,2.86795,3,OR_op_conv,raw/density_r1_A328_B26214_croaring.csv;raw/density_r2_A328_B26214_croaring.csv;raw/density_r3_A328_B26214_croaring.csv
WAH,A328_B26214,3.30353,3.24418,3.32676,3,OR_op,raw/density_r1_A328_B26214_wah.csv;raw/density_r2_A328_B26214_wah.csv;raw/density_r3_A328_B26214_wah.csv
EWAH,A328_B26214,9.40921,9.40786,9.69755,3,OR_op,raw/density_r1_A328_B26214_ewah.csv;raw/density_r2_A328_B26214_ewah.csv;raw/density_r3_A328_B26214_ewah.csv
Bitset-AVX512,A328_B26214,1.78915,1.71585,1.84601,3,OR_op,raw/density_r1_A328_B26214_bitset_avx512.csv;raw/density_r2_A328_B26214_bitset_avx512.csv;raw/density_r3_A328_B26214_bitset_avx512.csv
Concise,A328_B26214,26.9063,26.8064,26.9751,3,OR_op,raw/density_r1_A328_B26214_concise.csv;raw/density_r2_A328_B26214_concise.csv;raw/density_r3_A328_B26214_concise.csv
