group,case,num_rows,operation,backend,time_ms,latency_over_ddc,winner,source_operation,source_file,replicates,min_ms,max_ms
job,cast_info_movie_id,36244344,AND,WAH,0.004161,0.8436739659367396,CRoaring,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.004161,0.004161
job,cast_info_movie_id,36244344,AND,EWAH,0.007639,1.5488645579886458,CRoaring,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.007639,0.007639
job,cast_info_movie_id,36244344,NOT,DDC,0.015928,1.0,WAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.015928,0.015928
job,cast_info_movie_id,36244344,NOT,CRoaring,0.07514,4.717478653942742,WAH,NOT_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_movie_id.csv,3,0.075105,0.077482
job,cast_info_movie_id,36244344,NOT,WAH,0.00064,0.04018081366147665,WAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.00064,0.00064
job,cast_info_movie_id,36244344,NOT,EWAH,0.014479,0.909028126569563,WAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.014479,0.014479
job,cast_info_movie_id,36244344,COMP,DDC,0.055023,1.0,WAH,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.055023,0.055023
job,cast_info_movie_id,36244344,COMP,CRoaring,0.134477,2.444014321283827,WAH,COMP_op_native,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_movie_id.csv,3,0.134428,0.135202
job,cast_info_movie_id,36244344,COMP,WAH,0.043155,0.7843083801319448,WAH,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.043155,0.043155
job,cast_info_movie_id,36244344,COMP,EWAH,0.049421,0.8981880304599894,WAH,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.049421,0.049421
job,cast_info_person_id,36244344,OR,DDC,0.000901,1.0,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000901,0.000901
job,cast_info_person_id,36244344,OR,CRoaring,0.000198,0.2197558268590455,CRoaring,OR_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_person_id.csv,3,0.000198,0.0002
job,cast_info_person_id,36244344,OR,WAH,0.000669,0.7425083240843507,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000669,0.000669
job,cast_info_person_id,36244344,OR,EWAH,0.000239,0.26526082130965595,CRoaring,OR_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000239,0.000239
